number_of_dialog,start_time,end_time,dialog
2212,"02:24:31,289","02:24:32,589","they back there at Candyland,"
2213,"02:24:32,817","02:24:34,518",laughing their ass off. You know why?
2214,"02:24:35,190","02:24:36,836",Because they just got away with murder.
2215,"02:24:37,586","02:24:38,963",But it ain't got to be that way.
2216,"02:24:39,130","02:24:40,150","You and your mates,"
2217,"02:24:40,478","02:24:42,425",you all can ride back there and you all can go get that money.
2218,"02:24:42,717","02:24:43,877",What'd these jokers do again?
2219,"02:24:44,088","02:24:46,737","These sons of bitches, they killed innocent people."
2220,"02:24:47,513","02:24:48,811",Stagecoach robbery.
2221,"02:24:49,053","02:24:50,273",Innocent white people.
2222,"02:24:51,851","02:24:54,854","I got the handbill right here in my pocket, if you let me get it."
2223,"02:24:55,021","02:24:56,056",Get it out.
2224,"02:24:58,241","02:25:00,038",Wanted. Dead or alive.
2225,"02:25:00,431","02:25:03,406",Smitty Bacall and the Smitty Bacall Gang.
2226,"02:25:03,515","02:25:04,783",But you're a slave. For murder...
2227,"02:25:04,864","02:25:07,583",I ain't no goddamn slave. And stagecoach robbery.
2228,"02:25:07,738","02:25:09,108",Do I sound like a fucking slave?
2229,"02:25:09,118","02:25:10,749","$7,000 for Smitty Bacall."
2230,"02:25:10,994","02:25:12,902",That's a shitload. I'm a bounty hunter.
2231,"02:25:14,957","02:25:15,951","Yesterday,"
2232,"02:25:16,276","02:25:17,367","as a free man,"
2233,"02:25:17,924","02:25:20,421","I rode into Candyland on a horse,"
2234,"02:25:20,422","02:25:22,256","with my German white partner,"
2235,"02:25:22,423","02:25:23,853",Dr. King Schultz.
2236,"02:25:24,133","02:25:27,385","We tracked the Bacall Gang all the way from Texas,"
2237,"02:25:27,386","02:25:28,888",to Chickasaw County.
2238,"02:25:29,223","02:25:31,974",We finally found their ass laying low in Candyland.
2239,"02:25:32,141","02:25:33,547","We went in there to get them,"
2240,"02:25:34,043","02:25:35,243","things went sour,"
2241,"02:25:35,812","02:25:37,057","my partner got killed,"
2242,"02:25:37,575","02:25:38,992","Calvin Candie got shot,"
2243,"02:25:39,393","02:25:41,521","then everybody there decided to blame me,"
2244,"02:25:42,045","02:25:43,105",so here I am.
2245,"02:25:45,644","02:25:47,362",But you all know I ain't on that manifest.
2246,"02:25:47,772","02:25:50,099",And all you all know I ain't supposed to be on this trip.
2247,"02:25:50,688","02:25:52,425","But them four men is still back there,"
2248,"02:25:52,654","02:25:53,689","they're still wanted,"
2249,"02:25:54,038","02:25:57,399","and that 11,500 is up for grabs, and the last thing they'd expect"
2250,"02:25:57,538","02:25:59,470",is you all riding back in there and getting it.
2251,"02:25:59,919","02:26:01,195",What's the deal?
2252,"02:26:02,007","02:26:04,158",You tell us who they are and we...
2253,"02:26:05,069","02:26:06,489","turn you loose? No, no, no, no."
2254,"02:26:06,490","02:26:08,000",I ain't gonna tell you who they are.
2255,"02:26:08,727","02:26:10,173","But, you give me a pistol,"
2256,"02:26:10,856","02:26:12,014","one of them horses,"
2257,"02:26:12,181","02:26:14,961","and $500 of that 11,500,"
2258,"02:26:15,507","02:26:16,686",and I'll point them out to you.
2259,"02:26:17,024","02:26:18,509",This is a real handbill.
2260,"02:26:18,740","02:26:20,182",Now just because it's a real handbill
2261,"02:26:20,184","02:26:22,191",doesn't mean that other bunch of malarkey is.
2262,"02:26:22,482","02:26:23,684","Now why,"
2263,"02:26:23,685","02:26:27,019",would a slave have a Wanted Dead or Alive handbill
2264,"02:26:27,266","02:26:28,545",in his pocket?
2265,"02:26:33,107","02:26:35,901",Did that black ride into Candyland yesterday?
2266,"02:26:42,248","02:26:43,324","Alright,"
2267,"02:26:44,082","02:26:45,775",I'm gonna ask you again.
2268,"02:26:47,519","02:26:49,886","I want you to remember, I don't like liars."
2269,"02:26:50,719","02:26:52,554","Is he a Candyland slave,"
2270,"02:26:52,597","02:26:56,094",or did he ride in with a white man on a horse yesterday?
2271,"02:26:56,640","02:26:57,333",Yeah.
2272,"02:26:58,676","02:27:00,833","They walked us from the Greenville auction,"
2273,"02:27:00,888","02:27:02,754",and he rode in on a horse with a white man.
2274,"02:27:03,608","02:27:05,255","Now this white man,"
2275,"02:27:06,109","02:27:07,715",was the black his slave?
2276,"02:27:08,173","02:27:09,447",He weren't no slave.
2277,"02:27:10,064","02:27:11,912",You fucking sure about that?
2278,"02:27:11,913","02:27:13,047",Damn sure.
2279,"02:27:17,413","02:27:19,543",What happened over in Candyland?
2280,"02:27:19,544","02:27:20,763",Bunch a shooting.
2281,"02:27:21,125","02:27:22,322",Massa got shot.
2282,"02:27:23,085","02:27:24,159",Who shot him?
2283,"02:27:24,160","02:27:25,058",The German.
2284,"02:27:25,410","02:27:26,453",Why'd he do that?
2285,"02:27:27,211","02:27:29,859",Nigger and the German was acting like they were slavers but they wasn't.
2286,"02:27:30,920","02:27:32,139","Well, what were they?"
2287,"02:27:32,746","02:27:34,006",Bounty hunters.
2288,"02:27:35,177","02:27:37,871","Fuck me, Roy. I mean, this could be big, mate."
2289,"02:27:39,268","02:27:40,722","Well, smoke,"
2290,"02:27:41,439","02:27:42,480",you got a deal.
2291,"02:27:44,152","02:27:45,413",I got one more condition.
2292,"02:27:46,277","02:27:46,926",What's that?
2293,"02:27:47,151","02:27:48,157","When we get there,"
2294,"02:27:48,759","02:27:49,914",when time come...
2295,"02:27:52,369","02:27:53,685",you let me help you kill them.
2296,"02:27:53,686","02:27:54,417",Hey...
2297,"02:27:55,463","02:27:56,689",you're a funny bugger.
2298,"02:27:57,215","02:27:59,184","Cut him loose. Yeah, yeah."
2299,"02:27:59,664","02:28:01,457","You got yourself a deal, blackie."
2300,"02:28:01,954","02:28:03,418","You got yourself a deal, mate."
2301,"02:28:03,960","02:28:04,642",Hey!
2302,"02:28:05,836","02:28:07,566",You're alright for a black fella.
2303,"02:28:07,595","02:28:08,345","Oh, yeah."
2304,"02:28:13,803","02:28:15,732","There we go. There you go, mate."
2305,"02:28:15,803","02:28:16,621",Yeah.
2306,"02:28:17,374","02:28:19,850",We're gonna give you that packhorse over there.
2307,"02:28:20,017","02:28:21,517",What them saddlebags got in them?
2308,"02:28:22,273","02:28:23,331",Dynamite.
2309,"02:28:23,497","02:28:25,805",No. I ain't riding no horse with no goddamn dynamite on its back.
2310,"02:28:26,438","02:28:27,831",I can understand that.
2311,"02:28:28,317","02:28:29,098","Frankie,"
2312,"02:28:29,753","02:28:31,543",why don't you take them sticks off that horse
2313,"02:28:31,545","02:28:33,380",and stick them in the nigger cage.
2314,"02:28:34,930","02:28:36,966",A little dynamite for you black fellas to play with.
2315,"02:28:48,628","02:28:51,399","Now, Floyd, you got that rifle up on the wagon, don't you?"
2316,"02:28:51,505","02:28:52,506","Yeah, right."
2317,"02:28:52,653","02:28:54,645",Why don't you give him your gun and gun belt?
2318,"02:28:55,469","02:28:56,270",Right.
2319,"02:28:56,948","02:28:59,594","Now, don't drop the fucking thing, alright?"
2320,"02:29:00,067","02:29:01,852","I've just had the sights fixed,"
2321,"02:29:01,969","02:29:03,009",and they're perfect.
2322,"02:29:03,060","02:29:04,186","Oh, that's good to know."
2323,"02:30:36,570","02:30:38,280",Throw me up that dynamite.
2324,"02:32:08,704","02:32:10,331",Jake! Yeah?
2325,"02:32:10,802","02:32:13,876",Get out there and see what's wrong with them goddamn dogs!
2326,"02:32:18,764","02:32:20,205","D'Artagnan, motherfuckers!"
2327,"02:32:26,266","02:32:26,785",Hey!
2328,"02:33:50,306","02:33:51,489",Auf Wiedersehen.
2329,"02:34:52,117","02:34:53,327","It's me, baby."
2330,"02:35:42,089","02:35:45,092",â™ª <i>In the sweet</i> â™ª
2331,"02:35:45,509","02:35:49,110",â™ª <i>By and by</i> â™ª
2332,"02:35:50,689","02:35:52,613",â™ª <i>We will meet</i> â™ª
2333,"02:35:53,529","02:35:57,224",â™ª <i>on that beautiful shore</i> â™ª
2334,"02:35:59,545","02:36:01,592",â™ª <i>We will meet</i> â™ª
2335,"02:36:01,857","02:36:03,701",â™ª <i>By and by</i> â™ª
2336,"02:36:04,055","02:36:06,025",â™ª <i>By and by</i> â™ª
2337,"02:36:06,368","02:36:08,469",â™ª <i>By and by</i> â™ª
2338,"02:36:08,600","02:36:10,394",â™ª <i>We will meet</i> â™ª
2339,"02:36:10,714","02:36:13,233",â™ª <i>We will meet by and by</i> â™ª Cora?
2340,"02:36:13,585","02:36:15,265",Would you prepare us some coffee?
2341,"02:36:16,080","02:36:17,828","Sheba, you help her."
2342,"02:36:17,995","02:36:18,888",Come on.
2343,"02:36:21,461","02:36:24,453",â™ª <i>In the sweet</i> â™ª
2344,"02:36:24,707","02:36:26,918",â™ª <i>By and by</i> â™ª
2345,"02:36:29,841","02:36:32,807",You all gonna be together with Calvin in the by and by.
2346,"02:36:39,828","02:36:41,643",Just a bit sooner than you all was expecting.
2347,"02:36:50,471","02:36:51,385",Billy Crash.
2348,"02:36:52,197","02:36:53,345","Now, where were we?"
2349,"02:36:55,267","02:36:56,150",That's right.
2350,"02:36:56,725","02:36:58,121","Last time I seen you,"
2351,"02:36:58,635","02:37:01,030",you had your hands on my...
2352,"02:37:13,685","02:37:15,091",Django!
2353,"02:37:15,232","02:37:17,274",You black son of a bitch!
2354,"02:37:17,430","02:37:18,503","The D is silent, hillbilly."
2355,"02:37:19,098","02:37:21,005","Oh, no!"
2356,"02:37:22,976","02:37:23,927","Now,"
2357,"02:37:24,646","02:37:25,840","all you black folks,"
2358,"02:37:26,119","02:37:29,048",I suggest you get away from all these white folks.
2359,"02:37:30,496","02:37:31,515","Not you, Stephen."
2360,"02:37:32,946","02:37:34,299",You right where you belong.
2361,"02:37:36,949","02:37:38,292","Cora, before you go,"
2362,"02:37:39,177","02:37:40,744",will you tell Miss Lara goodbye?
2363,"02:37:41,537","02:37:42,740",Do what now?
2364,"02:37:43,228","02:37:45,188","I said tell Miss Lara,"
2365,"02:37:45,649","02:37:46,458",goodbye.
2366,"02:37:48,283","02:37:49,226","Bye, Miss Lara."
2367,"02:37:54,239","02:37:55,407",Y'all two run along now.
2368,"02:38:14,147","02:38:15,042","Stephen,"
2369,"02:38:15,694","02:38:16,757",how you like my...
2370,"02:38:17,132","02:38:18,053",new duds?
2371,"02:38:19,274","02:38:21,538","You know, before now I didn't know that burgundy was my color."
2372,"02:38:33,544","02:38:35,328","I count six shots, nigger."
2373,"02:38:36,890","02:38:38,507","I count two guns, nigger."
2374,"02:38:42,598","02:38:44,825","You said in 76 years on this plantation,"
2375,"02:38:44,827","02:38:46,788",you seen all manner a shit done to niggers.
2376,"02:38:47,560","02:38:48,484","But I notice,"
2377,"02:38:49,322","02:38:50,439",you didn't mention kneecapping.
2378,"02:38:51,414","02:38:54,133","Oh, God! Motherfucker! Damn it!"
2379,"02:38:54,234","02:38:55,773","Seventy-six years, Stephen."
2380,"02:38:56,441","02:38:58,212",How many niggers you think you see come and go?
2381,"02:38:58,402","02:38:59,456",Seven thousand?
2382,"02:39:00,178","02:39:01,318",Eight thousand?
2383,"02:39:02,056","02:39:03,133",Nine thousand?
2384,"02:39:03,764","02:39:05,955","Nine thousand, nine hundred and ninety-nine?"
2385,"02:39:06,580","02:39:09,291",Every single word that came out of Calvin Candie's mouth
2386,"02:39:09,299","02:39:10,459",was nothing but horseshit.
2387,"02:39:10,715","02:39:12,167",But he was right about one thing.
2388,"02:39:12,665","02:39:14,560","I am that one nigger in 10,000."
2389,"02:39:17,243","02:39:19,110",You son of a bitch!
2390,"02:39:20,375","02:39:21,764",You motherfucker!
2391,"02:39:22,488","02:39:24,718","Oh, sweet Jesus, let me kill this nigger!"
2392,"02:39:26,277","02:39:28,505","You ain't gonna get away with this, Django!"
2393,"02:39:29,439","02:39:31,146",They gonna catch your black ass.
2394,"02:39:31,496","02:39:34,117","You gonna be on the wanted posters now, nigger."
2395,"02:39:34,119","02:39:36,364",The bounty hunters gonna be looking for you.
2396,"02:39:37,240","02:39:38,813","You can run, nigger,"
2397,"02:39:39,016","02:39:41,031",but they gonna find your ass!
2398,"02:39:41,291","02:39:43,933","And when they do, oh, Lord,"
2399,"02:39:43,934","02:39:45,174",what they gonna do to your ass!
2400,"02:39:45,285","02:39:47,918","They ain't gonna just kill you, nigger!"
2401,"02:39:48,282","02:39:49,915",You done fucked up!
2402,"02:39:50,305","02:39:52,332","This Candyland, nigger!"
2403,"02:39:52,669","02:39:54,865",You can't destroy Candyland!
2404,"02:39:55,314","02:39:56,612",We been here!
2405,"02:39:56,614","02:39:59,221",There's always gonna be a Candyland!
2406,"02:40:09,851","02:40:13,397",Can't no nigger gunfighter kill all the white folks in the world!
2407,"02:40:13,465","02:40:16,191",They gonna find your black ass!
2408,"02:40:20,701","02:40:23,323",Django!
2409,"02:40:23,490","02:40:25,928",You uppity son of a...
2410,"02:41:00,527","02:41:02,070","Hey, Little Trouble Maker."
2411,"02:41:02,863","02:41:04,781","Hey, Big Trouble Maker."
2412,"02:41:32,492","02:41:33,983",You know what they are going to call you?
2413,"02:41:34,658","02:41:36,390",The fastest gun in the South.
2414,"02:41:44,363","02:41:45,673",Let's get outta here.
2415,"02:42:00,961","02:42:03,961","By <font color=""#ff80ff"">L</font><font color=""#ff6aff"">E</font><font color=""#ff5bff"">S</font><font color=""#ff3cff"">A</font><font color=""#ff15ff"">I</font><font color=""#f200f2"">G</font><font color=""#e100e1"">N</font><font color=""#cc00cc"">E</font><font color=""#bb00bb"">U</font><font color=""#ae00ae"">R</font> <font color=""#ffff80""><i>Sync & corrections August 2020</i></font>"
2416,"02:45:14,823","02:45:16,052",Who was that nigger?
